video_ID,split,embedding,seed
v68_p12_diag,train,gaitpart.csv,42
v29_p6_diag,train,gaitpart.csv,42
v66_p44_diag,train,gaitpart.csv,42
v17_p1_diag,train,gaitpart.csv,42
v38_p2_diag,train,gaitpart.csv,42
v13_p1_diag,train,gaitpart.csv,42
v9_p8_diag,train,gaitpart.csv,42
v66_p33_diag,train,gaitpart.csv,42
v14_p4_diag,train,gaitpart.csv,42
v8_p23_diag,train,gaitpart.csv,42
v67_p19_diag,train,gaitpart.csv,42
v68_p14_diag,train,gaitpart.csv,42
v21_p26_diag,train,gaitpart.csv,42
v66_p41_diag,train,gaitpart.csv,42
v67_p7_diag,train,gaitpart.csv,42
v1_p2_diag,train,gaitpart.csv,42
v4_p6_diag,train,gaitpart.csv,42
v34_p1_diag,train,gaitpart.csv,42
v17_p4_diag,train,gaitpart.csv,42
v20_p20_diag,train,gaitpart.csv,42
v66_p22_diag,train,gaitpart.csv,42
v66_p15_diag,train,gaitpart.csv,42
v45_p5_diag,train,gaitpart.csv,42
v19_p4_diag,train,gaitpart.csv,42
v31_p10_diag,train,gaitpart.csv,42
v20_p2_diag,train,gaitpart.csv,42
v66_p24_diag,train,gaitpart.csv,42
v66_p14_diag,train,gaitpart.csv,42
v17_p3_diag,train,gaitpart.csv,42
v11_p10_diag,train,gaitpart.csv,42
v66_p38_diag,train,gaitpart.csv,42
v39_p5_diag,train,gaitpart.csv,42
v1_p13_diag,train,gaitpart.csv,42
v12_p1_diag,train,gaitpart.csv,42
v8_p8_diag,train,gaitpart.csv,42
v11_p11_diag,train,gaitpart.csv,42
v1_p8_diag,train,gaitpart.csv,42
v53_p2_diag,train,gaitpart.csv,42
v39_p8_diag,train,gaitpart.csv,42
v4_p4_diag,train,gaitpart.csv,42
v11_p1_diag,train,gaitpart.csv,42
v31_p4_diag,train,gaitpart.csv,42
v54_p7_diag,train,gaitpart.csv,42
v67_p17_diag,train,gaitpart.csv,42
v66_p32_diag,train,gaitpart.csv,42
v8_p24_diag,train,gaitpart.csv,42
v1_p10_diag,train,gaitpart.csv,42
v12_p7_diag,train,gaitpart.csv,42
v39_p2_diag,train,gaitpart.csv,42
v5_p5_diag,test,gaitpart.csv,42
v67_p11_diag,test,gaitpart.csv,42
v66_p28_diag,test,gaitpart.csv,42
v66_p39_diag,test,gaitpart.csv,42
v31_p8_diag,test,gaitpart.csv,42
v18_p2_diag,test,gaitpart.csv,42
